Post,Sentiment,Breakup_Label,Upvotes,Downvotes,Comment_Count
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,37,70,80
"Things aren't perfect, but I'm willing to fix it.",0.625,0,386,72,118
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,191,1,60
"We had a disagreement, but I think we'll work things out.",0.0,0,144,85,49
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,399,91,148
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,226,92,64
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,496,9,131
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,197,47,139
"We had a disagreement, but I think we'll work things out.",0.0,0,9,99,119
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,383,86,149
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,421,66,47
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,223,28,37
"I know we had a fight, but we'll get through it together.",0.0,0,390,14,12
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,195,94,49
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,151,48,187
"I love him, and we are just going through a rough patch.",0.2,0,119,69,94
"I know we had a fight, but we'll get through it together.",0.0,0,64,56,35
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,266,36,50
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,170,75,13
"I love him, and we are just going through a rough patch.",0.2,0,329,19,65
"I don't trust him anymore, I think the relationship is over.",0.0,1,225,33,62
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,308,69,83
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,234,97,132
"I know we had a fight, but we'll get through it together.",0.0,0,22,52,109
"I know we had a fight, but we'll get through it together.",0.0,0,273,78,179
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,282,39,16
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,190,6,132
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,86,49,125
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,174,61,39
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,424,95,16
"I love him, and we are just going through a rough patch.",0.2,0,101,12,124
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,472,23,158
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,95,87,146
"I know we had a fight, but we'll get through it together.",0.0,0,66,26,32
"Things aren't perfect, but I'm willing to fix it.",0.625,0,301,48,54
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,171,32,25
"I know we had a fight, but we'll get through it together.",0.0,0,487,28,128
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,434,20,20
"I know we had a fight, but we'll get through it together.",0.0,0,213,67,189
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,304,14,99
"I feel like we're drifting apart, should I end things?",0.0,1,439,47,95
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,214,75,37
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,268,45,74
"I don't trust him anymore, I think the relationship is over.",0.0,1,346,82,32
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,389,26,117
"I don't trust him anymore, I think the relationship is over.",0.0,1,332,21,177
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,266,63,131
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,467,59,68
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,116,48,166
"I don't trust him anymore, I think the relationship is over.",0.0,1,124,28,149
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,158,78,168
"I know we had a fight, but we'll get through it together.",0.0,0,228,44,69
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,74,41,102
"Things aren't perfect, but I'm willing to fix it.",0.625,0,445,38,60
"I love him, and we are just going through a rough patch.",0.2,0,68,94,128
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,17,82,101
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,6,61,126
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,187,7,31
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,362,52,39
"I feel like we're drifting apart, should I end things?",0.0,1,471,73,72
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,297,50,72
"I feel like we're drifting apart, should I end things?",0.0,1,119,83,1
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,412,12,17
"I love him, and we are just going through a rough patch.",0.2,0,333,40,146
"Things aren't perfect, but I'm willing to fix it.",0.625,0,364,26,127
"Things aren't perfect, but I'm willing to fix it.",0.625,0,151,65,49
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,26,20,87
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,125,98,191
"I know we had a fight, but we'll get through it together.",0.0,0,263,81,157
"We had a disagreement, but I think we'll work things out.",0.0,0,339,17,22
"Things aren't perfect, but I'm willing to fix it.",0.625,0,370,80,102
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,290,79,190
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,341,17,97
"Things aren't perfect, but I'm willing to fix it.",0.625,0,166,85,43
"We had a disagreement, but I think we'll work things out.",0.0,0,406,11,65
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,203,17,159
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,360,77,9
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,367,32,0
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,454,96,15
"Things aren't perfect, but I'm willing to fix it.",0.625,0,363,14,103
"I know we had a fight, but we'll get through it together.",0.0,0,230,67,21
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,10,86,124
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,438,57,5
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,238,39,93
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,238,13,140
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,316,30,144
"Things aren't perfect, but I'm willing to fix it.",0.625,0,274,72,132
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,127,13,1
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,489,28,147
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,0,2,137
"I don't trust him anymore, I think the relationship is over.",0.0,1,198,84,40
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,276,28,15
"I know we had a fight, but we'll get through it together.",0.0,0,414,64,27
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,306,41,46
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,324,25,106
"I feel like we're drifting apart, should I end things?",0.0,1,32,47,94
"I love him, and we are just going through a rough patch.",0.2,0,478,21,67
"I don't trust him anymore, I think the relationship is over.",0.0,1,111,61,80
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,7,35,51
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,71,42,81
"We had a disagreement, but I think we'll work things out.",0.0,0,494,82,161
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,405,37,72
"I feel like we're drifting apart, should I end things?",0.0,1,80,31,173
"I love him, and we are just going through a rough patch.",0.2,0,473,47,58
"I know we had a fight, but we'll get through it together.",0.0,0,76,61,128
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,75,16,175
"I feel like we're drifting apart, should I end things?",0.0,1,345,43,110
"I don't trust him anymore, I think the relationship is over.",0.0,1,296,32,137
"Things aren't perfect, but I'm willing to fix it.",0.625,0,326,96,138
"I don't trust him anymore, I think the relationship is over.",0.0,1,31,44,133
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,101,93,42
"I know we had a fight, but we'll get through it together.",0.0,0,311,69,145
"I know we had a fight, but we'll get through it together.",0.0,0,247,97,103
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,340,45,105
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,398,52,104
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,362,90,175
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,493,56,116
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,387,45,88
"Things aren't perfect, but I'm willing to fix it.",0.625,0,316,81,119
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,202,100,146
"I don't trust him anymore, I think the relationship is over.",0.0,1,481,43,82
"I don't trust him anymore, I think the relationship is over.",0.0,1,178,88,134
"I know we had a fight, but we'll get through it together.",0.0,0,107,19,139
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,209,19,196
"We had a disagreement, but I think we'll work things out.",0.0,0,461,11,78
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,348,65,156
"I know we had a fight, but we'll get through it together.",0.0,0,224,5,133
"I know we had a fight, but we'll get through it together.",0.0,0,474,43,19
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,475,1,190
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,70,69,20
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,385,13,154
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,238,54,28
"Things aren't perfect, but I'm willing to fix it.",0.625,0,72,20,63
"Things aren't perfect, but I'm willing to fix it.",0.625,0,214,12,62
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,15,50,96
